Boolean,Quotes,Themes
1,"“Do you know what a hero is, Jefferson? A hero is someone who does something for other people. He does something that other men don’t and can’t do. He is different from other men. He is above other men. No matter who those other men are, the hero, no matter who he is, is above them.” I lowered my voice again until we had passed the table. “I could never be a hero. I teach, but I don’t like teaching. I teach because it is the only thing that an educated black man can do in the South today. I don’t like it; I hate it. I don’t even like living here. I want to run away. I want to live for myself and for my woman and for nobody else. That is not a hero. A hero does for others.”","[""education"", ""heroism-and-sacrifice""]"
1,"I knew that like so many of the mulattos in this part of the state, they did bricklaying or carpentry, and possibly some housepainting. All this by contract. And all this to keep from working in the field side by side with the niggers. Since emancipation, almost a hundred years ago, they would do any kind of work they could find to keep from working side by side in the field with the niggers. They controlled most of the bricklaying business in this part of the state. Even took that kind of work from the white boys, because they would do it so much cheaper than the white boys would. Anything not to work alongside the niggers.","[""racism""]"
1,"I went to the front door and jerked it open, and there was the screen. And through the screen I could see outside into the darkness, and I didn’t want to go out there. There was nothing outside this house that I cared for. Not school, not home, not my aunt, not the quarter, not anything else in the world. I don’t know how long I stood there looking out into the darkness—a couple of minutes, I suppose —then I went back into the kitchen. I knelt down and buried my face in her lap ... ","[""women-and-femininity"", ""roots-connections-and-morality""]"
1,"“She been lying every day of her life, your aunt in there. That’s how you got through that university—cheating herself here, cheating herself there, but always telling you she’s all right. I’ve seen her hands bleed from picking cotton. I’ve seen the blisters from the hoe and the cane knife. At that church, crying on her knees. You ever looked at the scabs on her knees, boy? Course you never. ’Cause she never wanted you to see it. And that’s the difference between me and you, boy; that make me the educated one, and you the gump. I know my people. I know what they gone through. I know they done cheated themself, lied to themself—hoping that one they all love and trust can come back and help relieve the pain.”","[""racism"", ""education"", ""religion-cynicism-and-hope"", ""heroism-and-sacrifice"", ""roots-connections-and-morality""]"
1,"Jefferson continued to look at Paul, a long, deep look, and the deputy felt that there was something else he wanted to say. Murphy and the other deputy were still waiting. “Well,” Paul said, and started to walk away. “Paul?” Jefferson said quietly. And his eyes were speaking, even more than his mouth. The deputy looked back at him. Murphy and Claude did too. “You go’n be there, Paul?” Jefferson asked, his eyes asked. Paul nodded. “Yes, Jefferson. I’ll be there.”","[""religion-cynicism-and-hope"", ""heroism-and-sacrifice"", ""roots-connections-and-morality""]"
1,"Several feet away from where I sat under the tree was a hill of bull grass. I doubted that I had looked at it once in all the time that I had been sitting there. I probably would not have noticed it at all had a butterfly, a yellow butterfly with dark specks like ink dots on its wings, not lit there. What had brought it there? There was no odor that I could detect to have attracted it. There were other places where it could have rested—there was the wire fence on either side of the road, there were weeds along both ditches with strong fragrances, there were flowers just a short distance away in Pichot’s yard—so why did it light on a hill of bull grass that offered it nothing? I watched it closely, the way it opened its wings and closed them, the way it opened its wings again, fluttered, closed its wings for a second or two, then opened them again and flew away. I watched it fly over the ditch and down into the quarter, I watched it until I could not see it anymore.","[""religion-cynicism-and-hope"", ""heroism-and-sacrifice"", ""roots-connections-and-morality""]"
1," Those who saw him hushed. On Church Street. Liberty. Cortlandt. West Street. Fulton. Vesey. It was a silence that heard itself, awful and beautiful. ","[""unity-human-connection"", ""simultaneity-time""]"
1," He still drank with them, but only on special days. Mostly he was sober. He had this idea that the men were really looking for some type of Eden and that when they drank they returned to it, but, on getting there, they weren’t able to stay. He didn’t try to convince them to stop. That wasn’t his way. ","[""unity-human-connection"", ""prejudice-stereotypes"", ""doubt-faith""]"
1," Joshua liked the Beatles, used to listen to them in his room, you could hear the noise even through the big headphones he loved. Let it be. Silly song, really. You let it be, it returns. There’s the truth. You let it be, it drags you to the ground. You let it be, it crawls up your walls. ","[""simultaneity-time"", ""doubt-faith""]"
1," The moment he turned to check the front of the car I recall thinking that we’d never survive it, not so much the crash, or even the death of the young girl—she was so obviously dead, in a bloodied heap on the road—or the man who was slapped against the steering wheel, almost certainly ruined, his chest jammed up against the dashboard, but the fact that Blaine went around to check on the damage that was done to our car, the smashed headlight, the crumpled fender, like our years together, something broken, while behind us we could hear the sirens already on their way, and he let out a little groan of despair, and I knew it was for the car, and our unsold canvases, and what would happen to us shortly, and I said to him: Come on, let’s go, quick, get in, Blaine, quick, get a move on. ","[""unity-human-connection"", ""simultaneity-time""]"
1, The core reason for it all was beauty. Walking was a divine delight. Everything was rewritten when he was up in the air. New things were possible with the human form. It went beyond equilibrium.He felt for a moment uncreated. Another kind of awake. ,"[""simultaneity-time"", ""doubt-faith""]"
1," So I got clean. I got myself housing. I gave up the game. Those were good years. All it took to make me happy was finding a nickel in the bottom of my handbag. Things were going so good. It felt like I was standing at a window. I put Jazzlyn in school. I got a job putting stickers on supermarket cans. I came home, went to work, came home again. I stayed away from the stroll. Nothing was going to put me back there. And then one day, out of the blue, I don’t even remember why, I walked down to the Deegan, stuck out my thumb, and looked for a trick. ","[""prejudice-stereotypes""]"
1," It was like some photograph his body had taken, and the album had been slid out again under his eyes, then yanked away. Sometimes it was the width of the city he saw, the alleyways of light, the harpsichord of the Brooklyn Bridge, the flat gray bowl of smoke over New Jersey, the quick interruption of a pigeon making flight look easy, the taxis below. He never saw himself in any danger or extremity, so he didn’t return to the moment he lay down on the cable or when he hopped, or half ran across from the south to the north tower. Rather it was the ordinary steps that revisited him, the ones done without flash. They were the ones that seemed entirely true, that didn’t flinch in his memory. ","[""unity-human-connection""]"
1," His fellow judges and court officers and reporters and even the stenographers were already talking about it as if it were another of those things that just happened in the city. One of those out-of-the-ordinary days that made sense of the slew of ordinary days. New York had a way of doing that. Every now and then the city shook its soul out. It assailed you with an image, or a day, or a crime, or a terror, or a beauty so difficult to wrap your mind around that you had to shake your head in disbelief. ","[""unity-human-connection"", ""simultaneity-time""]"
1," I know already that I will return to this day whenever I want to. I can bid it alive. Preserve it. There is a still point where the present, the now, winds around itself, and nothing is tangled. The river is not where it begins or ends, but right in the middle point, anchored by what has happened and what is to arrive. You can close your eyes and there will be a light snow falling in New York, and seconds later you are sunning upon a rock in Zacapa, and seconds later still you are surfing through the Bronx on the strength of your own desire. There is no way to find a word to fit around this feeling. Words resist it. Words give it a pattern it does not own. Words put it in time. They freeze what cannot be stopped. ","[""unity-human-connection"", ""simultaneity-time""]"
1," My grandmother was a slave. Her mother too. My great-grandfather was a slave who ended up buying himself out from under Missouri. He carried a mind-whip with him just in case he forgot. I know a thing or two about what people want to buy, and how they think they can buy it. I know the marks that got left on women’s ankles. I know the kneeling-down scars you get in the field... I’ve listened to the southern men in their crisp white shirts and ties. I’ve seen the fists pumping in the air. I joined in the songs. I was on the buses where they lifted their little children to snarl in the window. I know the smell of CS gas and it’s not as sweet as some folks say.If you start forgetting you’re already lost. ","[""political-unrest"", ""prejudice-stereotypes""]"
1," A man high in the air while a plane disappears, it seems, into the edge of the building. One small scrap of history meeting a larger one. As if the walking man were somehow anticipating what would come later. The intrusion of time and history. The collision point of stories. We wait for the explosion but it never occurs. The plane passes, the tightrope walker gets to the end of the wire. Things don’t fall apart. ","[""unity-human-connection"", ""simultaneity-time"", ""doubt-faith""]"
1,"But no one burns Emma. No one would dare. There is too much concentrated here: too much history, too much respect, too much of the very essence of civilization, which is, I must tell you, connected to its Literature. It’s Literature, with a capital ‘L’, as opposed to just books.","[""the-purpose-of-fiction"", ""the-influence-of-history""]"
1,"The Angel of the House stood at Jane Austen’s elbow, that is my guess, and she never quite learned how to ignore her—except perhaps in the early Lady Susan, for the writing of which, I imagine, she was gently chided by her family, and drew back quickly as at the touch of a cold, cold hand, and never tried that again.","[""the-author-and-the-reader"", ""feminism""]"
1,"In the days of the Empire, women followed their husbands around the globe, and shipped their children back to England to live in unspeakable boarding schools, where they were as like as not sexually abused, beaten, and starved, without apparent alarm to anyone. You do not know, little Alice, how recent or how lucky you are.","[""the-author-and-the-reader"", ""the-influence-of-history"", ""feminism""]"
1,"You see! The born novelist. She is raising invention above description; what she makes herself above what the real world has to offer. She will put up with writing a history so long as she doesn’t have to get the dates right, and mocks those who take the whole thing seriously, and so long as she can be biased.","[""the-purpose-of-fiction"", ""the-author-and-the-reader"", ""the-influence-of-history""]"
1,"Fiction, on the whole, and if it is any good, tends to be a subversive element in society. Elizabeth Bennet, that wayward, capricious girl, listening to the beat of feeling, rather than the pulsing urge for survival, paying attention to the subtle demands of human dignity rather than the cruder ones of established convention, must have quite upset a number of her readers, changed their minds, and with their minds, their lives, the society they lived in: prodding it quicker and faster along the slow, difficult road that has led us out of barbarity into civilization.","[""the-purpose-of-fiction"", ""the-author-and-the-reader"", ""the-influence-of-history""]"
1,"You are not the model for Chloe in Female Friends. Too many of my friends claim that role, in any case, for you to be able to do so sensibly. Any woman who waits upon her husband as a servant upon a master—and they are legion—all too easily sees herself in Chloe. But I made her up. I promise.","[""the-purpose-of-fiction"", ""the-influence-of-history"", ""feminism""]"
1,"So what are you going on about? I hear you repeat. Why this reverence for Jane Austen, who was blind (in our terms) to so much? I will tell you. The gentry, then as now, has to read in order to comprehend both the wretchedness and ire of the multitude. It is not only ignorance in the illiterate we need to combat, it is insensitivity in the well-to-do. Fiction stretches our sensibilities and our understanding, as mere information never can.","[""the-purpose-of-fiction"", ""the-influence-of-history""]"
1,"As if it were decreed that your mother Enid should put bread rolls to rise every night for your father Edward’s breakfast, in order that a certain paragraph in a certain novel should be written. As if the City of Invention, little by little, using a chapter here, a paragraph there, is waking from its slumber and will eventually be more real than life itself, and we its servants, its outrunners.","[""the-author-and-the-reader"", ""the-influence-of-history""]"
1,"All over the country irons were held in suspension, and car exhaust bandages held motionless and lady gardeners stayed their gardening gloves, and cars slowed, as Emma spoke, as that other world intruded into this. It does more and more, you know. We join each other in shared fantasies, it is our way of crossing barriers, when our rulers won’t let us. ET and his like is our real communication. Hand in hand the human race abandons the shoddy, imperfect structures of reality, and surges over to the City of Invention.","[""the-purpose-of-fiction"", ""the-influence-of-history""]"
1,"Now, inasmuch as those engaged in particle physics will assure us that a particle alters by virtue of being observed, so we can never really know what anything is like, because the knowledge interferes with what we wish to know, it doesn’t surprise me that a painting, so imbued with the force of attention, changes its nature. Heats up. Hot property!","[""the-purpose-of-fiction"", ""the-author-and-the-reader""]"
1,"Journalists, in particular, who work so cleverly from the real world, understand description, but not invention. It is not surprising. They lose their jobs if they do invent—novelists get sued if they don’t invent. So I, Grace, D’Albier, must go round the world, stared at as a victim of paternal and maternal incest: and though my parents still speak to me, they do so in a rather stiff way. They can comprehend that I made it up, but their friends can’t.","[""the-purpose-of-fiction"", ""the-influence-of-history""]"
1,"The rebellious spirit, raging at being so cast out by mother and father, learning the defences of wit and style—Miss Crawford. The dutiful side, accepting authority, enduring everything with a sweet smile, finding her defence in wisdom—Fanny. So tempting, in fact, that I shan’t resist. I shall offer it to you as an explanation of Jane Austen’s determination to make the unctuous Fanny a heroine.","[""the-purpose-of-fiction"", ""feminism""]"
1,"The novel must be used to set before the reader examples of good behaviour. I am frequently asked why I write about anti-heroines and anti-heroes, and not role models, and all I can say in my defence is that what I write is what I write and there is not much I can do about it.","[""the-purpose-of-fiction"", ""the-author-and-the-reader""]"
1,"Alice, we will, as they say, be a long time dead. You must carve your living self as sharply into the Rock of Eternity as you can. Please send your novel off; don’t do as you threaten and forget it. Of course it’s more than likely to be rejected and come back, and of course you will then feel rejected and discovered in your presumption. But if you embark on these things, you can’t draw back.","[""the-influence-of-history"", ""feminism""]"
1,"Sometimes, I think, the exhilaration of all this being so great—of ideas, notions, fantasies, speculations, claims false and valid, advice good or bad, the pattern made by altering truth as day melts into day, is great enough to make us immortal. These things have been, and so in a sense always will be: they are not finite in time. Only our bodies are that. Let them blow us all up if they want, reduce the planet to ashes (as they say)—the leap between nothing and something, once made, is always made.","[""the-purpose-of-fiction"", ""the-author-and-the-reader"", ""the-influence-of-history""]"
1,"Dear god, let me avenge my father’s murder—fight beside me now with all your might!","[""revenge"", ""fate-the-gods-and-piety"", ""familial-bonds"", ""violence-death-and-the-dead""]"
1,"Oh but a man’s high daring spirit, who can account for that? Or woman’s  desperate passion daring past all bounds? She couples with every form of ruin known to mortals. Woman, frenzied, driven wild with lust, twists the dark, warm harness of wedded love—tortures man and beast!","[""gender-roles"", ""familial-bonds""]"
1,"Slave, the slave!— where is he? Hear me pounding the gates? Is there a man inside the house? For the third time, come out of the halls! If Aegisthus has them welcome friendly guests.","[""gender-roles"", ""fate-the-gods-and-piety""]"
1,"Oh god, the life is hard. The old griefs, the memories mixing, cups of pain, so much pain in the halls of the house of Atreus…","[""revenge"", ""familial-bonds"", ""violence-death-and-the-dead""]"
1,"Textbooks encourage students to believe that history is facts to be learned. ""We have not avoided controversial issues,"" announces one set of textbook authors; ""instead, we have tried to offer reasoned judgments"" on them—thus removing the controversy! Because textbooks employ such a godlike tone, it never occurs to most students to question them.","[""bias"", ""ambiguity"", ""the-power-of-the-individual"", ""textbook-production"", ""the-role-of-ideas-in-history""]"
1,"In the case of Woodrow Wilson, textbooks actually participate in creating the social archetype. Wilson is portrayed as “good,” “idealist,” “for self-determination, not colonial intervention,” “foiled by an isolationist Senate,” and “ahead of his time.”","[""bias"", ""the-power-of-the-individual""]"
1,"We live with this arms race still. But the West's advantage in military technology over the rest of the world, jealously maintained from the 1400s on, remains very much contested. Just as the thirteen British colonies tried to outlaw the sale of guns to Native Americans, the United Sates now tries to outlaw the sale of nuclear technology to Third World countries. A key point of George W. Bush’s foreign policy has been to deny nuclear weapons and other ""weapons of mass destruction"" to Iraq, Iran, and North Korea and keep them out of the hands of terrorists like al-Qaeda.","[""bias"", ""the-role-of-ideas-in-history""]"
1,"The ""navigation error"" story lacks plausibility: the one parameter of ocean travel that sailors could and did measure accurately in that era was latitude—distance north or south from the equator. The ""storms"" excuse is perhaps still less plausible, for if a storm blew them off course, when the weather cleared they could have turned southward again, sailing out to sea to bypass any shoals. They had plenty of food and beer, after all. But storms and pilot error leave the Pilgrims pure of heart, which may explain why most textbooks choose one of the two.","[""bias"", ""ambiguity""]"
1,"Textbook authors seem not to have encountered the trick question, “which came first, civilization or the wilderness?” The answer is civilization, for only the “civilized” mind could define the world of Native farmers, fishers, and gatherers and hunters, coexisting with forests, crops, and animals, as a “wilderness.” Calling the area beyond secure European control frontier or wilderness makes it subtly alien. Such a viewpoint is intrinsically Eurocentric and marginalizes the actions of nonurban people, both Native and non-Native.","[""bias"", ""the-role-of-ideas-in-history""]"
1,U.S. territorial expansion between 1787 and 1855 was owed in large part to slavers' influence. The largest pressure group behind the War of 1812 was slaveholders who coveted Indian and Spanish land and wanted to drive Indian societies farther away from the slaveholding states to prevent slave escapes.,"[""bias"", ""ambiguity"", ""the-power-of-the-individual""]"
1,"Taking ideas seriously does not fit with the rhetorical style of textbooks, which presents events so as to make them seem foreordained along a line of constant progress. Including ideas would make history contingent: things could go either way, and have on occasion. The ""right"" people, armed with the ""right"" ideas, have not always won. When they didn’t, the authors would be in the embarrassing position of having to disapprove of an outcome in the past. Including ideas would introduce uncertainty. This is not textbook style. Textbooks unfold history without real drama or suspense, only melodrama.","[""bias"", ""ambiguity"", ""the-power-of-the-individual"", ""textbook-production"", ""the-role-of-ideas-in-history""]"
1,"In the most recent American Pageant, for example, social class goes unmentioned in the twentieth century. Many teachers compound the problem by avoiding talking about social class in the twenty-first. A study of history and social studies teachers “revealed that they had a much broader knowledge of the economy, both academically and experientially, than they admitted in class.” Teachers “expressed fear that students might find out about the injustices and inadequacies of their economic and political institutions.” By never blaming the system, American history courses thus present Republican history.","[""bias"", ""the-power-of-the-individual"", ""the-role-of-ideas-in-history""]"
1,"High school American history textbooks do not, of course, adopt or even hint at the American colossus view. Unfortunately, they also omit the realpolitik approach. Instead, they take a strikingly different tack. They see our policies as part of a morality play in which the United States typically acts on behalf of human rights, democracy, and “the American way.”","[""bias"", ""ambiguity"", ""the-power-of-the-individual""]"
1,"The contrast between the 1892 and 1992 celebrations of Columbus’s first voyage again shows the effect of different vantage points. As Anaïs Nin put it, we see things as we are, and “we” changed between 1892 and 1992.","[""bias"", ""ambiguity"", ""the-role-of-ideas-in-history""]"
1,"Even most textbooks that don't end with their titles close with the same vapid cheer. “The American spirit surged with vitality as the nation headed toward the close of the twentieth century,” the authors of The American Pageant assured us in 1991, ignoring opinion polls that suggested the opposite. ","[""bias"", ""ambiguity"", ""the-power-of-the-individual""]"
1,It’s not just these two books that suffer from anonymous writing. Editors tell me that recent chapters of American history textbooks are “typically” written by freelance writers.,"[""textbook-production""]"
1,"Allegiance and socialization, however, are intrinsic to the role of schooling in our society or any hierarchical society. […] Education … encourages students not to think about society but merely to trust that it is good.","[""bias"", ""ambiguity"", ""the-role-of-ideas-in-history""]"
1,"The answer is not to expand Lies My Teacher Told Me to cover every distortion and error in history as traditionally taught, to say nothing of the future lies yet to be developed. That approach would make me the arbitrator—I who surely still unknowingly accept all manner of hoary legends as historical fact.","[""bias"", ""ambiguity""]"
1,"Rooke puzzled about that idea as he puzzled at his primes. He had never seen a black man, so the issue was abstract, but something about the argument did not cohere. Think as he might, though, he could not find a path around Lancelot Percival's logic.","[""violence-and-rationality"", ""imperialism-racism-and-morality""]"
1,"The slaves were utterly strange, their lives unimaginable, but they walked and spoke, just as he did himself. That speech he had heard was made up of no sounds he could give meaning to, but it was language and joined one human to another, just as his own did.","[""language-communication-and-friendship"", ""violence-and-rationality"", ""imperialism-racism-and-morality"", ""storytelling-and-truth""]"
1,"Of course their hair would grow back and they would continue to walk about, and breathe and eat: they were not dead. But they might as well be. They would never again have a place in the world.","[""violence-and-rationality"", ""individuality-vs-communality"", ""imperialism-racism-and-morality""]"
1,"It was foreign to Rooke, the idea of taking the real world as nothing more than raw material. His gift lay in measuring, calculating, deducing. Silk's was to cut and embellish until a pebble was transformed into a gem.","[""storytelling-and-truth""]"
1,"A man on this promontory would be part of the settlement, but not in it. Present, but not forgotten. Astronomy would make a convenient screen for a self that he did not choose to share with any of the other souls marooned along with him.","[""violence-and-rationality"", ""individuality-vs-communality"", ""imperialism-racism-and-morality""]"
1,"Gamekeeper! The word suggested the society that Lancelot Percival James had boasted of at the Academy: pheasants and deer in a park artfully planted to enhance the prospect, cheerful peasantry tipping their caps to the squires riding by.","[""violence-and-rationality"", ""imperialism-racism-and-morality"", ""storytelling-and-truth""]"
1,"Rooke could see that there was a dangerous ambiguity to the presence of a thousand of His Majesty's subjects in this place. No such understanding was possible without language to convey it, and persons to whom the news could be delivered. And yet it seemed that the silence might continue indefinitely.","[""language-communication-and-friendship"", ""violence-and-rationality"", ""individuality-vs-communality"", ""imperialism-racism-and-morality""]"
1,"Silk's impulse was to make the strange familiar, to transform it into well-shaped smooth phrases.","[""language-communication-and-friendship"", ""imperialism-racism-and-morality"", ""storytelling-and-truth""]"
1,"But language was more than a list of words, more than a collection of fragments all jumbled together like a box of nuts and bolts. Language was a machine. To make it work, each part had to be understood in relation to all the other parts.","[""language-communication-and-friendship"", ""violence-and-rationality"", ""storytelling-and-truth""]"
1,"Language went in both directions. Without the benefit of notebooks or pencils repaired with string, the natives not only knew many words of English, but had already made them part of their own tongue, altering them as their grammar required. Bread was now breado, not simply borrowed but possessed.","[""language-communication-and-friendship"", ""individuality-vs-communality""]"
1,"Warungin was not thinking punishment, justice, impartial. All he could see was that the Berewalgal had gathered in their best clothes to inflict pain beyond imagining on one of their own. Seen through his eyes, this ceremony was not an unfortunate but necessary part of the grand machine of civilization. It looked like a choice. When those fine abstractions fell away, all that remained was cruelty.","[""violence-and-rationality"", ""individuality-vs-communality"", ""imperialism-racism-and-morality""]"
1,"He must tell, otherwise what up till now had been simply private would take on the dangerous power of a secret. The task was to tell, but to minimize.","[""language-communication-and-friendship"", ""storytelling-and-truth""]"
1,"They all knew what he had turned his face away from: like it or not, he was Berewalgal. He wore the red coat. He carried the musket when he was told to. He stood by while a man was flogged. He would not confront a white man who had beaten his friends.","[""language-communication-and-friendship"", ""violence-and-rationality"", ""individuality-vs-communality"", ""imperialism-racism-and-morality"", ""storytelling-and-truth""]"
1,"But to shoot a piece of metal out of it that could penetrate a shield or a human body and expose the shambles within: that was of another order of experience. Another language. What it said was, I can kill you.","[""language-communication-and-friendship"", ""violence-and-rationality"", ""individuality-vs-communality"", ""imperialism-racism-and-morality"", ""storytelling-and-truth""]"
1,"It was the simplest thing in the world. If an action was wrong, it did not matter whether it succeeded or not, or how many clever steps you took to make sure it failed. If you were part of such an act, you were part of its wrong. You did not have to take up the hatchet or even to walk along with the expedition.","[""violence-and-rationality"", ""individuality-vs-communality"", ""imperialism-racism-and-morality"", ""storytelling-and-truth""]"
1," They said asteroids hit the moon pretty often, which is how the moon gets its craters, but this one is going to be the biggest asteroid ever to hit it and on a clear night you should be able to see the impact when it happens... They made it sound pretty dramatic, but I still don’t think it’s worth three homework assignments. ","[""perspective""]"
1," Sometimes when Mom is getting ready to write a book she says she doesn’t know where to start, that the ending is so clear to her that the beginning doesn’t seem important anymore. I feel that way now only I don’t know what the ending is, not even what the ending is tonight. ","[""legacy"", ""perspective""]"
1," Somehow I’d forgotten there were other countries, that we shared the moon with other countries. ","[""perspective""]"
1," I know it’s dumb of me, but I keep thinking that once Matt gets home, everything will be okay. Like he’ll push the moon back into place. ","[""survival-and-death"", ""faith""]"
1," “There are lots of different ways to be hungry, you know. Some people are hungry for food and others are hungry for God’s love.” She gave me a look then, pure Megan, to let me know which camp I fell into. ","[""faith"", ""perspective""]"
1," Watching sitcoms was like eating toast. Two months ago, it was so much a part of my life I didn’t even notice it. But now it feels like Santa Claus and the Easter Bunny and the Tooth Fairy and the Wizard of Oz all rolled into one. ","[""currency-commodities-and-value"", ""perspective""]"
1," Maybe we’ll be lucky. Maybe something good will happen that we can’t imagine just now. But we have to prepare for the worst. You and I and Matt and Jonny have to prepare for the worst. We have to assume frosts in August. We have to assume no power and no food coming and no gas for the car and no oil for the furnace. Up till now we’ve been playacting survival, but from now on we have to take it seriously. ","[""survival-and-death"", ""currency-commodities-and-value"", ""perspective""]"
1, I know Dan thinks I’m lucky that I’ve been “untouched” by everything that’s happened. And I know I’m self-pitying to think otherwise. But sometimes I wonder if the big cannonball horror of knowing someone you love has died is all that much worse than the everyday attrition of life. ,"[""survival-and-death"", ""perspective""]"
1, I write stuff down in here and I don’t read it. Things are bad enough without having to remind myself of just how bad things are.But I just read what I wrote a couple of days ago. All about how wonderful school is and all that crap. Tests. Whoo-whoo. Report cards. Whoo-whoo. The future. Biggest whoo-whoo of them all. ,"[""currency-commodities-and-value"", ""legacy"", ""perspective""]"
1," But for that one moment I felt so weak, so helpless. I felt nothing but fear and despair and the most awful need to be anyplace else. I told myself it was hunger, but I knew that was a lie.As long as Mom was all right, I could fool myself into thinking we’d all be all right. But even though I knew Mom could have fallen anytime and sprained her ankle anytime, this felt as though it was the beginning of the end. ","[""survival-and-death"", ""perspective""]"
1," I know it shouldn’t bother me but it does. I can see Mom’s upset, too, even though she’s acting like she isn’t. I guess it’s because things have been kind of level for awhile, and now they’re worse again. Not big bad worse...but worse anyway. ","[""perspective""]"
1," I’ve never really thought about what it would be like to be an old woman. Of course nowadays I’m not sure I’ll live long enough to be any kind of woman.But I hope when I get closer to death, however old I might be, that I can face it with courage and good sense the way Mrs. Nesbitt does. I hope that’s a lesson I’ve truly learned. ","[""survival-and-death"", ""legacy"", ""perspective""]"
1," “If we all die, you’ll leave,” I said. “Because you’ll be strong enough to. And maybe someplace in America or Mexico or somewhere things are better and you’ll manage to get there. And then Mom’s life and Matt’s and mine won’t have been a waste.” ","[""survival-and-death"", ""currency-commodities-and-value"", ""legacy""]"
1," We hugged each other and said we should see more of each other, but I doubt that we will. We don’t want anyone else to know how much food we have or firewood. And they don’t want us to know, either. ","[""survival-and-death"", ""currency-commodities-and-value"", ""perspective""]"
1," I don’t even know why I’m writing this down, except that I feel fine and maybe tomorrow I’ll be dead. And if that happens, and someone should find my journal, I want them to know what happened. ","[""survival-and-death"", ""legacy""]"
1, I’d left a record. People would know I had lived. That counted for a lot. ,"[""survival-and-death"", ""legacy"", ""perspective""]"
1,"What if it be stagnant and slimy here? It knows that beyond there waits for it odorous sunlight,—quaint old gardens, dusky with soft, green foliage of apple-trees, and flushing crimson with roses,—air, and fields, and mountains. The future of the Welsh puddler passing just now is not so pleasant.","[""the-city-vs-the-country"", ""coping-and-relief""]"
1,"On our old continent a rumor sprang up: there might be new ones. And since our ships began sailing to them the laughing continents have got the message: the great ocean they feared, is a little puddle. And a vast desire has sprung up to know the reasons for everything: why a stone falls when you let it go and why it rises when you toss it up.","[""progress-vs-tradition"", ""ideas-as-infection""]"
1,"Today a world-famous scholar is offering you, and you alone, a highly marketable tube, for you to manufacture and sell as and how you wish.","[""ideas-as-infection"", ""work-vs-passion"", ""greatness""]"
1,What you're seeing is the fact that there is no difference between heaven and earth. Today is 10 January 1610. Today mankind can write in its diary: Got rid of Heaven.,"[""progress-vs-tradition"", ""persecution"", ""greatness""]"
1,"You're an idiot, and to hell with manners, just give it over or you'll start something.","[""progress-vs-tradition"", ""ideas-as-infection""]"
1,Just like them. It's their whole system of government. Chopping us off like the diseased branch of some barren figtree.,"[""persecution"", ""ideas-as-infection""]"
1,"I am told that this Mr. Galilei moves mankind away from the centre of the universe and dumps it somewhere on the edge. Clearly this makes him an enemy of the human race. We must treat him as such. Mankind is the crown of creation…God’s highest and dearest creature. How could He take something so miraculous…and lodge it on a remote, constantly elusive star?...How can there be people so perverse as to pin their faith to these slaves of the multiplication table?","[""progress-vs-tradition"", ""persecution"", ""greatness""]"
1,"Welcome to Rome, Galileo my friend. You know its origins? Two little boys, so runs the legend, were given milk and shelter by a she-wolf. Since that time all her children have had to pay for their milk.","[""persecution"", ""ideas-as-infection""]"
1,"Our poverty has no meaning: hunger is no trial of strength, it’s merely not having eaten: effort is no virtue, it's just bending and carrying. Can you see now why I read into the Holy Congregations decree a noble motherly compassion; a vast goodness of soul?","[""progress-vs-tradition""]"
1,"For three months I'll have to be careful, because the sun will be in Aries, but then I shall get a particularly favourable ascendant and the clouds will part. So long as I keep my eye on Jupiter I can travel as much as I like, because I'm an Aries.","[""progress-vs-tradition""]"
1,No! No! No! I am not going to have the multiplication table broken. No!,"[""progress-vs-tradition"", ""persecution"", ""ideas-as-infection"", ""greatness""]"
1,Wine-pump! Snail-eater! Did you save your precious skin?,"[""persecution"", ""greatness""]"
1,You were hiding the truth. From the enemy. Even in matters of ethics you were centuries ahead of us.,"[""persecution"", ""ideas-as-infection"", ""work-vs-passion"", ""greatness""]"
1," And therefore nothing of this sort should be destroyed or thrown away unless it is utterly detestable, but on the contrary such things should be brought to the knowledge of everyone, especially if they are utterly harmless and even likely to bear some fruit. ","[""truth-deception-and-loss-of-innocence"", ""social-and-religious-hypocrisy""]"
1," I was very small at the time but I was struck by what my little brother had said, and I thought, “How many there must be in the world who run away from others because they do not see themselves!” ","[""social-and-religious-hypocrisy"", ""growing-up""]"
1, All I can say is that my new master had collected all the stinginess in the world and was hoarding it. Whether he had been born with that character or had put it on with his priest’s cassock I don’t know. ,"[""social-and-religious-hypocrisy""]"
1," “Stuffing is a pursuit for pigs, and men who have any self-respect should eat moderately.” ","[""social-and-religious-hypocrisy""]"
1," When they tried this out the first time, I must admit to my shame that I was frightened by it like most of the others, and thought it was just what it appeared to be. But afterwards, when I saw how my master and the constable laughed over the affair and made fun of it, I realized that it had all been worked out by my industrious and inventive master. ","[""truth-deception-and-loss-of-innocence"", ""social-and-religious-hypocrisy"", ""poverty-crime-and-violence""]"
1," I did so well at this trade that at the end of the four years which I spent at it, by carefully putting aside my money I’d saved up enough to outfit myself decently in a suit of second-hand clothes…. Once I was respectably dressed I told my master to take back his donkey because I didn’t want to follow that trade any more. ","[""truth-deception-and-loss-of-innocence"", ""social-and-religious-hypocrisy"", ""growing-up""]"
